,,controls_map_item,,ใช้ไอเทม,utiliser objet,usar objeto,item nutzen,usa oggetto,usar item,アイテムを使う
,,controls_map_inventory,,ช่องเก็บของ,inventaire,inventario,inventar,inventario,inventário,もちもの
,,controls_map_pause,,หยุด,pause,pausa,pause,pausa,pausa,一時停止
,,controls_map_menu_enter,,เข้าหน้าเมนู,menu - entrer,seleccionar en menú,menü: betreten,menu - seleziona,validar (menu),メニュー・決定
,,controls_map_menu_back,,กลับหน้าเมนู,menu - retour,atrás en menú,menü: zurück,menu - indietro,voltar (menu),メニュー・戻る
,,controls_map_item_prev,,เลือกไอเทมก่อนหน้า,sélectionner objet précédent,seleccionar objeto anterior,voriges item wählen,seleziona oggetto precedente,selecionar item anterior,前のアイテムを選ぶ
,,controls_map_item_next,,เลือกไอเทมถัดไป,sélectionner objet suivant,seleccionar objeto siguiente,nächstes item wählen,seleziona oggetto successivo,selecionar item seguinte,次のアイテムを選ぶ
,,controls_map_item_1,,เลือกไอเทมชิ้นที่ 1,sélectionner objet 1,seleccionar objeto 1,item 1 wählen,seleziona oggetto 1,selecionar item 1,アイテム1を選ぶ
,,controls_map_item_2,,เลือกไอเทมชิ้นที่ 2,sélectionner objet 2,seleccionar objeto 2,item 2 wählen,seleziona oggetto 2,selecionar item 2,アイテム2を選ぶ
,,controls_map_item_3,,เลือกไอเทมชิ้นที่ 3,sélectionner objet 3,seleccionar objeto 3,item 3 wählen,seleziona oggetto 3,selecionar item 3,アイテム3を選ぶ
,,controls_map_item_4,,เลือกไอเทมชิ้นที่ 4,sélectionner objet 4,seleccionar objeto 4,item 4 wählen,seleziona oggetto 4,selecionar item 4,アイテム4を選ぶ
,,controls_map_item_5,,เลือกไอเทมชิ้นที่ 5,sélectionner objet 5,seleccionar objeto 5,item 5 wählen,seleziona oggetto 5,selecionar item 5,アイテム5を選ぶ
,,controls_map_retro_visuals,,ภาพดั้งเดิม,graphismes rétro,gráficos retro,retro-grafik,grafica retro,visual retrô,レトロ ビジュアル
,,controls_map_retro_audio,,เสียงดั้งเดิม,audio rétro,audio retro,retro-audio,audio retro,áudio retrô,レトロ オーディオ
,,controls_source_button,,ปุ่ม %(NUMBER),Bouton %(NUMBER),,,,,
,,controls_source_axis,,Axis %(NUMBER),แกน %(NUMBER),,,,,
,,screen_setup_desc,,"ปรับขนาดหน้าจอให้พอดีกับจอแสดงผลของคุณ.
ตรวจสอบให้แน่ใจว่ามองเห็นมุมสีขาวทั้งหมด.","Règle la taille de l'affichage en fonction de ton écran.
Veille à ce que tous les coins blancs soient visibles.","Ajusta el tamaño para adaptarlo a tu pantalla.
Asegúrate de que se vean todas las esquinas blancas.","Passe die Bildschirmgröße an.
Alle weißen Ecken müssen sichtbar sein.","Regola le dimensioni dello schermo.
Assicurati che tutti gli angoli bianchi siano visibili.","Ajuste a visualização para caber na tela.
Todas as bordas brancas devem estar visíveis.","画面のサイズを調整します。
白い隅が全て見えるようにしてください。"
,,screen_setup_enlarge,,ขยาย,Agrandir,Agrandar,Vergrößern,Ingrandisci,Aumentar,大きく
,,screen_setup_shrink,,หด,Réduire,Reducir,Verkleinern,Riduci,Diminuir,小さく
,,screen_setup_enter_prompt,,ตกลง,Entrer,Validar,Betreten,Conferma,Enviar,決定
,,screen_setup_cancel_prompt,,ยกเลิก,Annuler,Cancelar,Abbrechen,Annulla,Cancelar,キャンセル
,,hero0_name_boy,,Hu-Man,Hu-Man,Humano,Jüngling,Umano,Hu-Mano,ヒューマン
,,hero1_name_boy,,Lizard-Man,Lézard-Man,Hombre lagarto,Echsling,Lucertola,Homem-lagarto,リザードマン
,,hero2_name_boy,,Mouse-Man,Souris-Man,Hombre ratón,Mausling,Topo,Homem-rato,マウスマン
,,hero3_name_boy,,Piranha-Man,Piranha-Man,Hombre piraña,Piranha-ling,Piranha,Homem-peixe,ピラニアマン
,,hero4_name_boy,,Lion-Man,Lion-Man,Hombre león,Löwling,Leone,Homem-leão,ライオンマン
,,hero5_name_boy,,Hawk-Man,Faucon-Man,Hombre halcón,Falkling,Falco,Homem-falcão,ホークマン
,,hero0_name_girl,,Hu-Girl,Hu-Girl,Humana,Mädling,Umana,Hu-Mana,ヒューガール
,,hero1_name_girl,,Lizard-Girl,Lézard-Girl,,,,,リザードガール
,,hero2_name_girl,,Mouse-Girl,Souris-Girl,,,,,マウスガール
,,hero3_name_girl,,Piranha-Girl,Piranha-Girl,,,,,ピラニアガール
,,hero4_name_girl,,Lion-Girl,Lion-Girl,,,,,ライオンガール
,,hero5_name_girl,,Hawk-Girl,Faucon-Girl,,,,,ホークガール
,,retro_hero0_name_boy,,HU-MAN,,,,,,
,,retro_hero1_name_boy,,LIZARD-MAN,,,,,,
,,retro_hero2_name_boy,,MOUSE-MAN,,,,,,
,,retro_hero3_name_boy,,PIRANHA-MAN,,,,,,
,,retro_hero4_name_boy,,LION-MAN,,,,,,
,,retro_hero5_name_boy,,HAWK-MAN,,,,,,
,,retro_hero0_name_girl,,HU-GIRL,,,,,,
,,retro_hero1_name_girl,,LIZARD-GIRL,,,,,,
,,retro_hero2_name_girl,,MOUSE-GIRL,,,,,,
,,retro_hero3_name_girl,,PIRANHA-GIRL,,,,,,
,,retro_hero4_name_girl,,LION-GIRL,,,,,,
,,retro_hero5_name_girl,,HAWK-GIRL,,,,,,
,,dragon0_name,,Meka Dragon,Dragon Meka,Mekadragón,Meka-Drache,Drago Meka,Dragão Cospe Fogo,メカドラゴン
,,dragon1_name,,Mummy Dragon,Dragon Momie,Dragón Momia,Mumien-Drache,Drago Mummia,Dragão Múmia,ミイラドラゴン
,,dragon2_name,,Dragon Zombie,Dragon Zombie,Dragón Zombi,Drachen-Zombie,Drago Zombi,Dragão Zumbi,ドラゴンゾンビ
,,dragon3_name,,Captain Dragon,Dragon Capitaine,Dragón Capitán,Kapitän-Drache,Drago Capitano,Dragão Pirata,キャプテンドラゴン
,,dragon4_name,,Daimyo Dragon,Dragon Daimyo,Dragón Daimio,Daimyo-Drache,Drago Daimyo,Dragão Daimyo,ダイミョードラゴン
,,dragon5_name,,Vampire Dragon,Dragon Vampire,Dragón Vampiro,Vampir-Drache,Drago Vampiro,Dragão Vampiro,ヴァンパイアドラゴン
,,sword0_name,,Legendary Sword,Épée Légendaire,Espada legendaria,Legendäres Schwert,Spada Leggendaria,Espada Lendária,伝説の剣
,,sword0_desc,,ทำมาเพื่อเป็นตำนาน.,"Plus légendaire, tu meurs !",Del material del que están hechos los sueños.,"Der Stoff, aus dem Legenden gemacht werden.",Pronta per entrare nella leggenda.,Um verdadeiro mito.,こういうものから伝説がでっち上げられるのさ。
,,shield0_name,,Legendary Shield,Bouclier Légendaire,Escudo legendario,Legendärer Schild,Scudo Leggendario,Escudo Lendário,伝説の盾
,,shield0_desc,,คนโง่บางคนหลงทางในเขาวงกต.,Un imbécile heureux l'avait égaré au beau milieu du labyrinthe.,Algún idiota lo perdió en el laberinto.,Irgendein Idiot hat den im Labyrinth verloren.,Perso da qualche folle avventuriero nel labirinto.,Algum tolo o deixou para trás no labirinto.,どこかのマヌケが迷宮で落としたものだ。
,,shield0_thanks,,ฉันแน่ใจว่าเขาดีใจที่ได้ผ่านซากปรักหักพัง.,Heureusement que j'aime bien farfouiller.,Me alegro de haber rebuscado en los escombros.,"Gut, dass ich mich durch den Schutt gewühlt habe.",Ho fatto bene ad andare a rovistare tra le macerie.,Ainda bem que eu revirei os escombros.,ガレキを漁ってみてよかったぜ。
,,armor0_name,,Legendary Armor,Armure Légendaire,Armadura legendaria,Legendäre Rüstung,Armatura Leggendaria,Armadura Lendária,伝説の鎧
,,armor0_desc,,เรียกว่าตำนานด้วยเหตุผลบางอย่าง.,On ne l'appelle pas Légendaire pour rien.,Se llama legendaria por algo.,Trägt ihren Namen aus gutem Grund.,Se è chiamata Leggendaria ci sarà un motivo.,É chamada de Lendária por um bom motivo.,伝説って呼ばれるのには理由がある。
,,sword1_name,,Ivory Sword,Épée en Ivoire,Espada de marfil,Elfenbein-Schwert,Spada d'Avorio,Espada de Marfim,アイボリーソード
,,sword1_desc,,ดาบงาช้างราคาถูก น่าจะผิดกฎหมาย.,Épée premier prix. Probablement pas homologuée.,Espada barata de marfil. Seguramente ilegal.,Billiges Elfenbein-Schwert. Wahrscheinlich illegal.,Spada economica in avorio. Probabilmente illegale.,Espada barata de marfim. Provavelmente ilegal.,安物の象牙の剣。たぶん違法だな。
,,shield1_name,,Ivory Shield,Bouclier en Ivoire,Escudo de marfil,Elfenbein-Schild,Scudo d'Avorio,Escudo de Marfim,アイボリーシールド
,,shield1_desc,,"โล่พื้นฐาน ด้วยการออกแบบที่เรียบง่าย.","Bouclier tout simple, look rustique.",Escudo básico de diseño rústico.,"Einfacher Schild, rustikales Design.",Scudo di base dalla forma rudimentale.,Escudo básico de design rústico.,基本の盾だ、いなか臭いデザインの。
,,armor1_name,,Ivory Armor,Armure en Ivoire,Armadura de marfil,Elfenbein-Rüstung,Armatura d'Avorio,Armadura de Marfim,アイボリーアーマー
,,armor1_desc,,"ชุดเกราะพื้นฐานมือสอง.","Armure d'occasion, sans fioritures.",Armadura básica de segunda mano.,Einfache Rüstung aus zweiter Hand.,Armatura di base. È di seconda mano.,Armadura básica de segunda mão.,基本の鎧、中古品だ。
,,sword2_name,,Mithril Sword,Épée de Mithril,Espada de mithril,Mithril-Schwert,Spada di Mithril,Espada de Mithril,ミスリルソード
,,sword2_desc,,ดาบที่ดีที่สุดที่คุณสามารถจ่ายได้.,"La meilleure arme, sans casser ta tirelire.",La mejor espada que puedes permitirte.,"Das beste Schwert, das du dir leisten kannst.",La spada migliore sulla piazza.,A melhor espada que você poderia comprar.,これこそ最強の剣だ。
,,sword2_thanks,,"โอเค อาจจะไม่ดีที่สุด.","Bon, peut-être pas la meilleure...","Vale, quizás no sea la mejor.","Okay, vielleicht nicht das beste.","Ok, forse non è proprio la migliore in assoluto.","Tá, talvez não seja a melhor.",まあ、最強じゃあないかもしれんが。
,,shield2_name,,Mithril Shield,Bouclier de Mithril,Escudo de mithril,Mithril-Schild,Scudo di Mithril,Escudo de Mithril,ミスリルシールド
,,shield2_desc,,มันทำให้เกิดเสียง *คลิ๊ง* ที่ดี.,Résonne quand on tape dessus.,Hace un bonito sonido.,Macht ein nettes *tsching*-Geräusch.,Fa un bel tintinnio quando viene colpito.,Faz um som de *cling* bem legal.,（チーン）いい音色だろ？
,,shield2_thanks,,ฉันมั่นใจว่ามันจะอยู่ได้นาน.,Il est probablement très résistant.,Seguro que dura.,Das hält einiges aus.,Ha l'aria resistente.,Deve durar bastante.,長持ちするはずだぜ。
,,armor2_name,,Mithril Armor,Armure de Mithril,Armadura de mithril,Mithril-Rüstung,Armatura di Mithril,Armadura de Mithril,ミスリルアーマー
,,armor2_desc,,ลดความเสียหาย ดูมีสีสัน.,Protège bien et confère un look épique.,Reduce el daño. Queda espectacular.,Reduziert Schaden. Extravagantes Design.,Riduce i danni ed è decisamente sgargiante.,Reduz o dano. E é bem extravagante.,受けるダメージを減らす。派手さが売りだ。
,,armor2_thanks,,ดูคำแนะนำในการซัก.,Pense à lire les instructions d'entretien.,Revisa las instrucciones de lavado.,Unbedingt die Pflegehinweise beachten.,Segui attentamente le istruzioni per il lavaggio.,Verifique as instruções de lavagem.,洗濯する時は色落ちに注意しな。
,,sword3_name,,Shogun Blade,Lame de Shogun,Espada de shogun,Shogun-Klinge,Spada dello Shogun,Espada de Shogun,ショーグンブレード
,,sword3_desc,,เชื่อถือได้ ผลิตในประเทศญี่ปุ่น.,Fiable. Fabriquée au Japon.,Fiable. Hecha en Japón.,Verlässlich. Angefertigt in Japan.,Affidabile. Made in Japan.,Confiável. Feita no Japão.,日本製だから、品質は保証付きだ。
,,sword3_thanks,,คุณมีสายตาที่แยกแยะได้ดีเยี่ยม.,Je vois que tu t'y connais.,Veo que sabes del tema.,"Ich sehe, du bist ein Kenner.",Vedo che te ne intendi.,Vejo que você entende disso.,お前、なかなかの目利きだな。
,,shield3_name,,Shogun Shield,Bouclier Shogun,Escudo de shogun,Shogun-Schild,Scudo dello Shogun,Escudo de Shogun,ショーグンシールド
,,shield3_desc,,เชื่อถือได้ ผลิตในประเทศญี่ปุ่น.,Fiable. Fabriqué au Japon.,Fiable. Hecho en Japón.,Verlässlich. Angefertigt in Japan.,Affidabile. Made in Japan.,Confiável. Feito no Japão.,日本製だから、品質は保証付きだ。
,,shield3_thanks,,คุณมีสายตาที่แยกแยะได้ดีเยี่ยม.,Je vois que tu t'y connais.,Veo que sabes del tema.,"Ich sehe, du bist ein Kenner.",Vedo che te ne intendi.,Vejo que você entende disso.,お前、なかなかの目利きだな。
,,armor3_name,,Shogun Lamellar,Lamellaire Shogun,Lamelar de shogun,Shogun-Lamellenpanzer,Lamellare dello Shogun,Armadura de Shogun,ショーグンラメラー
,,armor3_desc,,เชื่อถือได้ ผลิตในประเทศญี่ปุ่น.,Fiable. Fabriqué au Japon.,Fiable. Hecha en Japón.,Verlässlich. Angefertigt in Japan.,Affidabile. Made in Japan.,Confiável. Feita no Japão.,日本製だから、品質は保証付きだ。
,,armor3_thanks,,ฉันเห็นว่าคุณมีความชำนาญ.,Je vois que tu t'y connais.,Veo que sabes del tema.,"Ich sehe, du bist ein Kenner.",Vedo che te ne intendi.,Vejo que você entende disso.,お前、なかなかの目利きだな。
,,sword4_name,,Crystal Sword,Épée de Cristal,Espada de cristal,Kristall-Schwert,Spada di Cristallo,Espada de Cristal,クリスタルソード
,,sword4_desc,,สร้างขึ้นจากทัวร์มาลีนสีแดงอันทันสมัย.,Taillée dans de la tourmaline rouge ! Trop classe !,"Fabricada con turmalina roja, muy de moda.",Aus modischem roten Turmalin.,Fatta di tormalina rossa. Molto alla moda.,Feita com a sofisticada turmalina vermelha.,ファッショナブルなレッド・トルマリン製だ。
,,sword4_thanks,,Iฉันปล่อยมันไปเพื่ออะไร.,Je la vends vraiment pour une bouchée de pain !,Prácticamente la regalo.,Ich verkaufe es zu einem Spottpreis.,È un'occasionissima.,Está a preço de banana.,この値段は出血大サービスだぞ。
,,shield4_name,,Crystal Shield,Bouclier en Cristal,Escudo de cristal,Kristall-Schild,Scudo di Cristallo,Escudo de Cristal,クリスタルシールド
,,shield4_desc,,สร้างขึ้นจาก Red Jasper ที่สวยงาม.,Façonné à partir d'un fragment de jaspe rouge.,"Fabricado con jaspe rojo, con mucho estilo.",Aus schickem roten Jaspis.,Fatto in splendido diaspro rosso.,Feito do mais belo jaspe vermelho.,ファンシーなレッド・ジャスパー製だ。
,,shield4_thanks,,ฉันควรจะเก็บเงินจากคุณมากกว่านี้.,J'aurais dû te faire payer plus.,Tendría que haberte cobrado más.,Ich hätte mehr dafür verlangen sollen.,Avrei dovuto fartelo pagare di più.,Eu deveria ter cobrado mais caro.,ホントはもっと高いんだがな。
,,armor4_name,,Crystal Armor,Armure de Cristal,Armadura de cristal,Kristall-Rüstung,Armatura di Cristallo,Armadura de Cristal,クリスタルアーマー
,,armor4_desc,,สร้างจากควอตซ์แทนเจอรีนอันหรูหรา.,Forgée à même un magnifique quartz mandarine.,"Fabricada con cuarzo naranja, muy elegante.",Aus elegantem Tangerinen-Quarz.,Fatta di elegante quarzo arancione.,Feita com o elegante quartzo laranja.,エレガントなタンジェリン・クォーツ製だ。
,,armor4_thanks,,มันเป็นส่วนหนึ่งของคอลเลกชันส่วนตัวของฉัน.,Elle fait partie de ma collection personnelle.,Es parte de mi colección personal.,Ein Stück aus meiner Privatsammlung.,Fa parte della mia collezione personale.,Faz parte da minha coleção pessoal.,俺の個人的なコレクションの一部なんだぞ。
,,sword5_name,,Gallic Sword,Épée Gauloise,Espada gálica,Gallisches Schwert,Spada Gallica,Espada Gaulesa,ガリックソード
,,sword5_desc,,เป็นลาย เก็บไอเทมวิเศษเพิ่ม.,"Avec cette épée, des objets droppent tous azimuts !",A rayas. Conseguirás muchos objetos.,Gestreift. Deckt dich mit magischen Items ein.,A strisce. Fai il pieno di oggetti.,Inédita. Ganhe mais itens.,アイテム増量サービス付きだ。
,,sword5_thanks,,รุ่นใหม่ล่าสุด!,Le modèle dernier cri !,¡El último modelo!,Das neueste Modell!,Ultimo modello!,O último modelo!,最新モデルだよ！
,,shield5_name,,Knight Shield,Bouclier de Chevalier,Escudo de caballero,Ritter-Schild,Scudo del Cavaliere,Escudo de Cavaleiro,ナイトシールド
,,shield5_desc,,เหมาะสำหรับสัตว์ที่มีขน.,Idéal pour les créatures à plume.,Apto para criaturas emplumadas.,Geeignet für gefiederte Kreaturen.,Perfetto per creature piumate.,Ideal para criaturas emplumadas.,羽毛の生えたお客さんにぴったりだ。
,,shield5_thanks,,ไม่ใช่โล่ที่ทำให้อัศวิน.,Ce n'est pas le bouclier qui fait le chevalier.,El escudo no hace al caballero.,Nicht der Schild macht den Ritter.,Non è lo scudo che fa il cavaliere.,Não é o escudo que faz o cavaleiro.,その盾を持っても、騎士になれるわけじゃないぞ。
,,armor5_name,,Goblin Mail,Armure de Gobelin,Malla de goblin,Kobold-Kettenpanzer,Maglia Goblin,Cota de Goblin,ゴブリンメイル
,,armor5_desc,,"คอสเพลย์เป็นก็อบลิน.
อย่าถามอะไรมาก.",Si ça te plaît de te déguiser en gobelin...,Vístete de goblin. No haré preguntas.,"Eigenwillige Gewandung, keine Frage.",Travestiti da goblin senza farti troppe domande.,Fantasie-se de goblin. Não precisa falar nada.,ゴブリンのコスプレしたがるヤツも、一人くらいは…
,,armor5_thanks,,สำหรับของเขาหรือเธอ...,Chacun fait comme il veut...,Para gustos hay colores...,Für Damen und Herren geeignet ...,A ognuno il suo...,Cada um sabe bem o que faz...,物好きなヤツもいるもんだな...
,,sword6_name,,Magical Saber,Sabre Magique,Sable mágico,Magischer Säbel,Sciabola Magica,Sabre Mágico,マジカルセイバー
,,sword6_desc,,มีมนต์ขลังอย่างยิ่ง เปลี่ยนดวงดาวให้กลายเป็นหิน.,Carrément magique. Transforme les étoiles en cailloux.,Totalmente mágico. Convierte las estrellas en rocas.,Total magisch. Verwandelt Sterne in Steine.,Grandemente magica. Trasforma le stelle in pietre.,Absolutamente mágico. Transforma estrelas em pedra.,マジにマジカル。星を岩に変えられるんだ。
,,shield6_name,,Dancing Shield,Bouclier Dansant,Escudo danzante,Tanzender Schild,Scudo Danzante,Escudo Dançante,ダンシングシールド
,,shield6_desc,,เหมาะสำหรับนักกายกรรม.,Le top pour les rongeurs.,Muy apropiado para roedores.,Passt perfekt zu Nagern.,Ideale per i roditori.,Sob medida para roedores.,げっし類にはお似合いだ。
,,shield6_thanks,,นักกายกรรมทุกขนาดรักมัน.,Les acrobates de toute taille en raffolent !,Gusta a acróbatas de todos los tamaños.,Akrobaten jeder Größe lieben ihn.,È perfetto per acrobati di qualsiasi taglia.,O favorito de qualquer acrobata.,軽業師たちに人気の品だぞ。
,,armor6_name,,Samurai Armor,Armure Samurai,Armadura de samurái,Samurai-Rüstung,Armatura del Samurai,Armadura de Samurai,サムライアーマー
,,armor6_desc,,แถบหนังเคลือบ เงางาม.,Finement ouvragée et ornée de bandes en cuir laqué !,Tiras de cuero lacadas. Brilla.,Lackierte Lederstreifen. Heiß.,Le strisce di cuoio lucido la rendono quasi abbagliante.,Tiras laqueadas de couro. Brilhante.,革にラッカーを塗ったのを重ねたものだ。イカスだろ。
,,armor6_thanks,,เลือกได้ดี.,Un achat judicieux !,Una buena compra.,Ein guter Kauf.,Ottimo acquisto.,Uma bela aquisição.,いい買い物をしたな。
,,sword7_name,,Lucky Sword,Épée Porte-Bonheur,Espada de la suerte,Glücksschwert,Spada Fortunata,Espada da Sorte,ラッキーソード
,,sword7_desc,,ขอโชคดี.,Pour que la chance te sourie.,Da suerte.,Viel Glück.,Preparati ai colpi di fortuna.,Tenha sorte.,幸運をつかめるぜ。
,,sword7_thanks,,ฉันไม่ควรขายเจ้านี่.,J'aurais jamais dû te la vendre !,No tendría que habértela vendido.,Das hätte ich dir nicht verkaufen sollen.,Non avrei dovuto vendertela.,Eu não deveria ter vendido essa.,うーん、売るのはもったいなかったかもな。
,,shield7_name,,Aqua Shield,Bouclier Aquatique,Escudo de agua,Aqua-Schild,Scudo Acquatico,Escudo Aquático,アクアシールド
,,shield7_desc,,ดูดีเมื่ออยู่ใต้น้ำ.,Pour avoir la classe sous l'eau.,Perfecto para presumir bajo el agua.,Auch unter Wasser der perfekte Look.,Ideale per avere un bel look anche sott'acqua.,Perfeito para nadar com estilo.,水中でカッコつけるのにピッタリだぞ。
,,shield7_thanks,,ไม่เป็นสนิมเมื่อฝนตก.,"En plus, il rouille pas quand il pleut !",No se oxida con la lluvia.,Bei Regen rostet er nicht.,Non si arrugginisce sotto la pioggia.,Não enferruja com a chuva.,雨が降っても錆びないのが売りだ。
,,armor7_name,,Dragon Mail,Armure de Dragon,Malla de dragón,Drachen-Kettenpanzer,Maglia di Drago,Cota Dracônica,ドラゴンメイル
,,armor7_desc,,เป็นเกล็ดและป้องกันลาวา.,Écailleuse et résiste à la lave.,Escamosa e inmune a la lava.,Schuppig und immun gegen Lava.,È squamata e non teme la lava.,Escamosa e imune à lava.,このウロコは、溶岩でもびくともしないんだ。
,,armor7_thanks,,มังกรสามารถเป็นเหยื่อของแฟชั่นได้.,Qui a dit que les dragons n'étaient pas des fashionistas ?,Los dragones también van a la moda.,Auch Drachen können Modeopfer sein.,A volte anche ai draghi piace essere alla moda.,Dragões também têm estilo.,これを造るため、罪もないドラゴンたちが犠牲に…
,,sword8_name,,Muramasa Blade,Épée Muramasa,Espada de Muramasa,Muramasa-Klinge,Spada Muramasa,Lâmina Muramasa,ムラマサブレード
,,sword8_desc,,ทำขึ้นในศตวรรษที่ 16.,Forgée au XVIe siècle.,Forjada en el siglo XVI.,Geschmiedet im 16. Jahrhundert.,Forgiata nel sedicesimo secolo.,Feita no século XVI.,16世紀に鍛えられた一振りだ。
,,sword8_thanks,,สิ่งนี้เคยเป็นของคนที่มีชื่อเสียง.,Elle appartenait à quelqu'un de célèbre.,Perteneció a alguien famoso.,Das hat mal einer Berühmtheit gehört.,Apparteneva a qualcuno di famoso.,Esta pertenceu a alguém famoso.,どこかの有名人が持ち主だったらしいぞ。
,,shield8_name,,Master Shield,Bouclier de Maître,Escudo de maestro,Meister-Schild,Scudo del Maestro,Escudo do Mestre,マスターシールド
,,shield8_desc,,ขอบขนยาวและนุ่ม.,"Extrémités poilues. Oh, on s'y fait rapidement.",Con bordes peludos. Es un gusto adquirido.,"Pelzverbrämt, von erlesenem Geschmack.",Bordi pelosi... Ci farai l'abitudine.,Peludo nas pontas. Um gosto adquirido.,毛皮仕上げ。だんだん愛着がわいてくる品だぞ。
,,shield8_thanks,,มีแปรงแยกขาย.,La brosse est vendue séparément.,El cepillo se vende por separado.,Der Pinsel kann extra gekauft werden.,La spazzola viene venduta separatamente.,Escova não inclusa.,ブラシは別売りだからな。
,,armor8_name,,Prince Armor,Armure Princière,Armadura de príncipe,Prinzen-Rüstung,Armatura del Principe,Armadura do Príncipe,プリンスアーマー
,,armor8_desc,,โดนใจและความคิด.,Fait palpiter les coeurs et met en émoi.,Captura los corazones y los pensamientos.,Lässt dir die Herzen zufliegen.,Cattura cuori e pensieri.,Captura corações e pensamentos.,一目で心を奪われるだろう？
,,armor8_thanks,,ความรักทำให้คุณมีชีวิตที่ยืนยาวขึ้น.,L'amour fait jaillir la vie.,El amor alarga la vida.,Liebe macht langlebig.,L'amore ti fa vivere più a lungo.,O amor faz você viver mais tempo.,愛の力で長生きできるぞ。
,,sword9_name,,Tasmanian Sword,Épée de Tasmanie,Espada de Tasmania,Tasmanisches Schwert,Spada della Tasmania,Espada da Tasmânia,タスマニアンソード
,,sword9_desc,,มีวิญญาณสัตว์อยู่ในครอบครอง.,Permet d'invoquer l'esprit des animaux.,Poseída por espíritus animales.,Von Tiergeistern besessen.,Posseduta da spiriti animaleschi.,Possuída por espíritos selvagens.,動物の霊が取り憑いてるぞ。
,,sword9_thanks,,คุณเป็นลูกค้าคนแรกของฉัน.,Tu es mon tout premier client.,Eres mi primer cliente.,Du bist mein erster Kunde.,Sei il primo cliente.,Você é meu primeiro cliente.,ここに来たお客はお前が初めてだ。
,,shield9_name,,Heavenly Shield,Bouclier Céleste,Escudo celestial,Himmlischer Schild,Scudo Celeste,Escudo Celestial,ヘブンリーシールド
,,shield9_desc,,"น้ำหนักเบาทำจากเมฆ.","Poids plume, certifié 100 % en volute de nuages","Ligero, hecho de jirones de nube.",Ein Leichtgewicht aus Wolkenzwirn.,Leggerissimo: fatto di fibra di nuvole.,"Levíssimo, feito com fios de nuvem.",雲を織って作られた、超軽量の盾だ。
,,shield9_thanks,,ฉันรู้ว่าฉันจะขายมันในที่สุด.,Je savais que je finirais par le vendre.,Sabía que algún día lo vendería.,"Ich wusste, ich würde ihn verkaufen.",Sapevo che prima o poi l'avrei venduto.,Sabia que um dia eu venderia.,いつかは売れると信じてたぞ。
,,armor9_name,,Hades Armor,Armure d'Hadès,Armadura de Hades,Hades-Rüstung,Armatura dell'Ade,Armadura de Hades,ハーデスアーマー
,,armor9_desc,,การออกแบบโบราณ สำหรับปุถุชนเท่านั้น.,Design qui fait rage aux 4 coins des Enfers. Réservée aux mortels.,Antiguo diseño del inframundo. Solo para mortales.,Altes Unterwelt-Design. Nur für Sterbliche.,Un antico modello dell'aldilà. Solo per mortali.,Uma criação do antigo submundo. Apenas para mortais.,古代の冥界のデザイン。定命の者専用だ。
,,armor9_desc2,,"หนักและทำจากวิญญาณอมตะ.","Poids lourd, un concentré d'âmes immortelles.","Pesada, hecha de almas inmortales.",Ein Schwergewicht aus unsterblichen Seelen.,È pesante perché è fatta di anime immortali.,"Pesado, feito com almas imortais.",重量級で、不滅の魂を織って作られたものだ。
,,armor9_thanks,,"ขอให้มีชีวิตยืนยาวนะเพื่อน!","Puisse ta vie être longue, mon ami !",¡Que tengas una larga vida!,Ich wünsche dir ein langes Leben!,Ti auguro una lunga vita!,"Tenha uma longa vida, amizade!",長生きしろよ、相棒！
,,ring0_name,,Thunder Ring,Anneau du tonnerre,Anillo de trueno,Donner-Ring,Anello del Fulmine,Anel do Trovão,サンダーリング
,,ring0_desc,,เงางาม ทำลายบล็อกพิเศษ.,Brille de mille feux et brise les blocs spéciaux.,Brilla. Rompe bloques especiales.,Schick. Kann Spezial-Blöcke durchbrechen.,Brillantissimo. Rompe i blocchi speciali.,Brilhante. Quebra blocos especiais.,キラキラ。特別なブロックを壊せる。
,,item30_name,,Fireball,Boule de feu,Bola de fuego,Feuerball,Sfera di Fuoco,Bola de fogo,ファイアボール
,,item30_desc_inventory,,เล็งไปข้างหน้า.,Tire droit devant.,Apunta hacia delante.,Ziele geradeaus.,Mira in avanti.,Mire para frente.,前方に向けて発射。
,,item31_name,,Tornado,Tornade,Tornado,Tornado,Tromba d'aria,Tornado,トルネード
,,item31_desc_inventory,,เล็งไปที่พื้น.,Vise le sol.,Apunta hacia el suelo.,Ziele auf den Boden.,Mira in basso.,Mire no solo.,地面に向けて発射。
,,item31_desc_inventory2,,พายุหมุนบนพื้นดิน.,Un tourbillon rase-mottes,Un torbellino con base en tierra.,Ein erdbasierter Wirbelwind.,Un tornado che tocca il terreno.,Um redemoinho terrestre.,地面の上を竜巻が走っていく。
,,item32_name,,Arrow,Flèche,Flecha,Pfeil,Freccia,Flecha,アロウ
,,item32_desc_inventory,,ยิงขึ้นไป.,Tire vers le haut.,Se dispara hacia arriba.,Ziele nach oben.,Vola verso l'alto.,É disparada para cima.,上に向けて発射。
,,item33_name,,Boomerang,Boomerang,Bumerán,Bumerang,Boomerang,Bumerangue,ブーメラン
